Crops,States,Season,Area-2020-21(Lakh ha),Area-2021-22(Lakh ha),Area-2022-23(Lakh ha),Area-2023-24(Lakh ha),Area-2024-25(Lakh ha),Production-2020-21(Lakh Tonnes),Production-2021-22(Lakh Tonnes),Production-2022-23(Lakh Tonnes),Production-2023-24(Lakh Tonnes),Production-2024-25(Lakh Tonnes),Yield-2020-21(Kg/ha),Yield-2021-22(Kg/ha),Yield-2022-23(Kg/ha),Yield-2023-24(Kg/ha),Yield-2024-25(Kg/ha)
Gram,Others,Rabi,,,,,0.04,,,,,0.04,,,,,1002.0
Urad,Andaman And Nicobar Islands,Kharif,,,,,,,,,,,,,360.0,,
Urad,Andaman And Nicobar Islands,Rabi,,,,,,,,,,,400.0,400.0,,333.0,
Urad,Andhra Pradesh,Kharif,0.32,0.39,0.31,0.33,0.36,0.25,0.32,0.29,0.34,0.32,788.0,809.0,944.0,1016.0,883.0
Urad,Andhra Pradesh,Rabi,3.61,3.62,3.14,2.74,2.83,3.4,3.93,4.02,3.12,3.3,941.0,1086.0,1279.0,1139.0,1167.0
Urad,Arunachal Pradesh,Kharif,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,915.0,919.0,927.0,928.0,
Urad,Arunachal Pradesh,Rabi,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,975.0,979.0,987.0,988.0,
Urad,Assam,Kharif,,,,0.58,,,,,0.38,,,,,658.0,
Urad,Assam,Rabi,0.56,0.57,0.54,0.55,0.58,0.37,0.38,0.35,0.36,0.38,651.0,661.0,645.0,662.0,663.0
Urad,Assam,Summer,,,,0.11,0.1,,,,0.08,0.07,,,,772.0,651.0
Urad,Bihar,Kharif,0.11,0.06,0.06,0.06,0.05,0.09,0.06,0.06,0.05,0.04,890.0,930.0,954.0,959.0,948.0
Urad,Chhattisgarh,Kharif,0.81,0.67,0.69,0.63,0.63,0.3,0.25,0.25,0.24,0.24,370.0,368.0,367.0,385.0,384.0
Urad,Chhattisgarh,Rabi,0.02,0.03,0.02,0.03,0.02,0.01,0.01,0.01,0.01,0.01,390.0,377.0,402.0,346.0,369.0
Urad,Gujarat,Kharif,0.99,1.55,0.97,0.79,0.84,0.66,0.92,0.59,0.51,0.48,665.0,593.0,611.0,643.0,570.0
Urad,Gujarat,Rabi,0.18,0.26,,,,0.22,0.38,,,,1178.0,1495.0,,,
Urad,Gujarat,Summer,,,0.2,0.21,0.3,,,0.26,0.3,0.42,,,1278.0,1422.0,1377.0
Urad,Haryana,Kharif,,,,,,,,,,,560.0,509.0,529.0,529.0,529.0
Urad,Himachal Pradesh,Kharif,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.04,0.04,0.04,719.0,719.0,719.0,710.0,725.0
Urad,Jammu And Kashmir,Kharif,,,0.1,0.11,,,,0.03,0.04,,,,324.0,314.0,
Urad,Jammu And Kashmir,Rabi,,,,,,,,,,,,,277.0,277.0,
Urad,Jharkhand,Kharif,1.32,1.33,1.13,1.05,1.26,1.15,1.2,1.0,0.93,1.11,872.0,903.0,886.0,887.0,879.0
Urad,Karnataka,Kharif,0.85,0.75,0.67,0.44,1.02,0.49,0.37,0.31,0.2,0.6,577.0,493.0,463.0,449.0,590.0
Urad,Karnataka,Rabi,0.04,0.04,0.04,0.04,0.02,0.02,0.02,0.02,0.02,0.01,549.0,529.0,521.0,557.0,429.0
Urad,Kerala,Kharif,,,,,,,,,,,,1000.0,1000.0,603.0,1240.0
Urad,Kerala,Rabi,,,,,,,,,,,,785.0,850.0,594.0,701.0
Urad,Kerala,Summer,,,,,,,,,,,,,745.0,964.0,720.0
Urad,Madhya Pradesh,Kharif,12.73,15.35,12.52,7.97,4.24,3.95,7.78,7.76,5.02,2.39,310.0,507.0,620.0,630.0,563.0
Urad,Madhya Pradesh,Rabi,0.41,0.82,,,,0.53,1.06,,,,1297.0,1297.0,,,
Urad,Madhya Pradesh,Summer,,,0.57,0.6,0.95,,,0.74,0.79,1.23,,,1297.0,1312.0,1297.0
Urad,Maharashtra,Kharif,3.56,4.36,3.58,2.6,3.9,2.27,2.11,2.26,1.03,3.26,636.0,484.0,630.0,396.0,835.0
Urad,Maharashtra,Rabi,,,,,,,,,,,,539.0,,,
Urad,Maharashtra,Summer,,,,0.01,0.02,,,,,0.01,,,520.0,519.0,532.0
Urad,Manipur,Kharif,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,1027.0,955.0,992.0,860.0,
Urad,Nagaland,Rabi,0.01,,,,,0.01,,,,,819.0,933.0,823.0,823.0,
Urad,Odisha,Kharif,0.61,0.8,0.7,0.83,0.18,0.22,0.27,0.26,0.34,0.08,358.0,338.0,370.0,406.0,420.0
Urad,Odisha,Rabi,0.14,0.12,,,,0.04,0.04,,,,281.0,351.0,,,
Urad,Odisha,Summer,,,0.15,0.2,0.2,,,0.07,0.09,0.09,,,437.0,430.0,431.0
Urad,Puducherry,Kharif,,,,,,,,,,,1000.0,1000.0,1000.0,1211.0,
Urad,Puducherry,Rabi,,,,,,,,,,,596.0,715.0,655.0,1176.0,
Urad,Puducherry,Summer,,,,,,,,,,,,,450.0,440.0,
Urad,Punjab,Kharif,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,614.0,441.0,418.0,439.0,602.0
Urad,Rajasthan,Kharif,4.11,4.25,3.22,2.96,3.46,1.6,1.55,1.35,1.49,1.26,390.0,366.0,420.0,505.0,365.0
Urad,Rajasthan,Summer,,,,,,,,,,,,,1125.0,1226.0,
Urad,Sikkim,Kharif,0.03,0.03,0.03,0.02,,0.03,0.03,0.03,0.01,,940.0,943.0,944.0,945.0,
Urad,Tamil Nadu,Kharif,0.46,0.43,0.4,0.37,0.33,0.41,0.38,0.35,0.3,0.17,890.0,881.0,856.0,801.0,529.0
Urad,Tamil Nadu,Rabi,3.57,3.65,2.36,2.31,2.44,1.84,2.31,1.55,1.08,1.12,517.0,634.0,655.0,470.0,460.0
Urad,Tamil Nadu,Summer,,,1.2,0.87,0.8,,,0.79,0.41,0.37,,,655.0,470.0,460.0
Urad,Telangana,Kharif,0.19,0.19,0.12,0.07,0.09,0.14,0.15,0.08,0.05,0.07,747.0,792.0,698.0,721.0,790.0
Urad,Telangana,Rabi,0.19,0.39,0.18,0.14,0.22,0.36,0.51,0.28,0.21,0.36,1879.0,1295.0,1571.0,1489.0,1675.0
Urad,Tripura,Kharif,0.05,0.04,0.03,0.03,,0.04,0.03,0.02,0.02,,721.0,687.0,805.0,805.0,
Urad,Tripura,Rabi,0.04,0.03,0.03,0.03,,0.03,0.02,0.02,0.02,,795.0,769.0,777.0,777.0,
Urad,Uttar Pradesh,Kharif,5.08,5.14,5.58,7.11,3.64,2.82,2.56,2.38,4.42,2.28,556.0,498.0,426.0,622.0,626.0
Urad,Uttar Pradesh,Rabi,0.46,0.47,,,,0.35,0.36,,,,759.0,756.0,,,
Urad,Uttar Pradesh,Summer,,,0.5,0.66,0.66,,,0.45,0.6,0.6,,,895.0,912.0,912.0
Urad,Uttarakhand,Kharif,0.12,0.13,0.11,0.11,0.1,0.13,0.16,0.11,0.1,0.09,1069.0,1203.0,1017.0,961.0,918.0
Urad,Uttarakhand,Summer,,,,,,,,,,,,,,1022.0,
Urad,West Bengal,Kharif,0.68,0.67,0.67,0.66,0.66,0.43,0.44,0.48,0.49,0.49,641.0,665.0,710.0,737.0,740.0
Urad,West Bengal,Rabi,0.04,0.06,0.07,0.03,0.03,0.04,0.06,0.06,0.02,0.02,969.0,919.0,868.0,791.0,790.0
Urad,Others,Kharif,,,,,0.18,,,,,0.09,,,,,522.0
Urad,Others,Rabi,,,,,0.06,,,,,0.05,,,,,799.0
Urad,Others,Summer,,,,,,,,,,,,,,,440.0
Moong,Andaman And Nicobar Islands,Rabi,,,,,,,,,,,420.0,420.0,370.0,403.0,
Moong,Andhra Pradesh,Kharif,0.11,0.08,0.05,0.04,0.06,0.05,0.05,0.03,0.03,0.03,413.0,563.0,541.0,811.0,452.0
Moong,Andhra Pradesh,Rabi,0.94,0.89,0.67,0.55,0.56,0.77,0.79,0.7,0.54,0.54,814.0,888.0,1045.0,986.0,973.0
Moong,Arunachal Pradesh,Kharif,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,1034.0,1037.0,1042.0,1043.0,
Moong,Assam,Rabi,0.11,0.12,0.13,0.13,0.13,0.09,0.09,0.1,0.1,0.1,787.0,740.0,758.0,830.0,778.0
Moong,Assam,Summer,,,,0.06,0.05,,,,0.04,0.03,,,,734.0,647.0
Moong,Bihar,Kharif,0.07,0.07,0.06,0.06,0.09,0.05,0.05,0.04,0.05,0.06,686.0,677.0,657.0,861.0,603.0
Moong,Bihar,Rabi,1.59,1.57,,,,0.88,1.09,,,,554.0,695.0,,,
Moong,Bihar,Summer,,,1.61,1.59,1.59,,,1.26,1.13,1.16,,,783.0,708.0,729.0
Moong,Chhattisgarh,Kharif,0.04,0.03,0.02,0.03,0.02,0.02,0.01,0.01,0.01,0.01,439.0,443.0,522.0,336.0,393.0
Moong,Chhattisgarh,Rabi,0.04,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,358.0,359.0,385.0,405.0,359.0
Moong,Gujarat,Kharif,0.92,0.99,0.8,0.65,0.29,0.38,0.44,0.47,0.38,0.18,412.0,444.0,586.0,588.0,609.0
Moong,Gujarat,Rabi,0.63,0.7,0.25,0.24,0.24,0.72,0.93,0.11,0.17,0.16,1148.0,1324.0,453.0,693.0,679.0
Moong,Gujarat,Summer,,,0.47,0.46,0.56,,,0.55,0.55,0.71,,,1153.0,1208.0,1274.0
Moong,Haryana,Kharif,0.46,0.79,0.31,0.26,0.41,0.31,0.52,0.15,0.17,0.36,675.0,661.0,494.0,653.0,864.0
Moong,Haryana,Summer,,,0.45,0.06,0.09,,,0.34,0.05,0.08,,,749.0,780.0,936.0
Moong,Himachal Pradesh,Kharif,,,,,,,,,,,631.0,497.0,490.0,490.0,501.0
Moong,Jammu And Kashmir,Kharif,,,,0.01,,,,,,,441.0,392.0,384.0,405.0,
Moong,Jharkhand,Kharif,0.26,0.2,0.22,0.23,0.3,0.21,0.16,0.17,0.2,0.25,830.0,803.0,794.0,873.0,834.0
Moong,Karnataka,Kharif,4.27,4.01,4.88,2.83,5.55,1.73,1.46,1.88,0.89,2.39,405.0,363.0,385.0,314.0,430.0
Moong,Karnataka,Rabi,0.26,0.18,0.11,0.14,0.13,0.09,0.06,0.03,0.05,0.04,346.0,307.0,307.0,333.0,300.0
Moong,Kerala,Kharif,,,,,,,,,,,,,,600.0,
Moong,Kerala,Rabi,,,,,,,,,,,,636.0,737.0,792.0,923.0
Moong,Kerala,Summer,,,,,,,,,,,,,649.0,639.0,777.0
Moong,Madhya Pradesh,Kharif,0.67,0.88,0.34,0.26,0.44,0.23,0.32,0.17,0.15,0.21,342.0,363.0,487.0,562.0,469.0
Moong,Madhya Pradesh,Rabi,4.77,8.5,,,,6.19,11.03,,,,1297.0,1297.0,,,
Moong,Madhya Pradesh,Summer,,,12.18,11.37,12.18,,,14.04,13.77,14.04,,,1153.0,1211.0,1153.0
Moong,Maharashtra,Kharif,4.01,3.78,2.7,1.85,2.38,2.07,1.87,1.59,0.73,1.64,517.0,494.0,589.0,395.0,689.0
Moong,Maharashtra,Rabi,,0.25,,,,,0.06,,,,,251.0,,,
Moong,Maharashtra,Summer,,,0.05,0.14,0.2,,,0.01,0.03,0.04,,,192.0,187.0,186.0
Moong,Manipur,Kharif,,,,,,,,,,,1014.0,959.0,,,
Moong,Manipur,Summer,,,,,,,,,,,,,1000.0,900.0,
Moong,Nagaland,Kharif,,,0.01,0.01,,0.01,,0.01,0.01,,1063.0,959.0,1128.0,1128.0,
Moong,Odisha,Kharif,0.6,0.99,1.2,0.99,0.01,0.21,0.3,0.36,0.3,,346.0,307.0,301.0,301.0,303.0
Moong,Odisha,Rabi,1.76,1.51,,,,0.37,0.58,,,,212.0,385.0,,,
Moong,Odisha,Summer,,,1.48,2.12,2.11,,,0.62,0.92,0.95,,,420.0,434.0,450.0
Moong,Puducherry,Rabi,0.01,0.01,,,,,,,,,217.0,228.0,667.0,1000.0,
Moong,Puducherry,Summer,,,0.01,,,,,,,,,,605.0,250.0,
Moong,Punjab,Kharif,0.03,0.02,0.04,0.03,0.03,0.02,0.02,0.03,0.03,0.02,960.0,938.0,780.0,978.0,771.0
Moong,Punjab,Rabi,0.22,0.52,,,,0.21,0.65,,,,970.0,1250.0,,,
Moong,Punjab,Summer,,,0.21,0.68,0.47,,,0.23,0.62,0.51,,,1080.0,911.0,1080.0
Moong,Rajasthan,Kharif,25.49,25.61,23.32,23.64,23.64,14.02,9.06,11.75,8.13,11.96,550.0,354.0,504.0,344.0,506.0
Moong,Rajasthan,Rabi,0.04,,,,,0.05,,,,,1352.0,,,,
Moong,Rajasthan,Summer,,,0.02,0.03,,,,0.03,0.04,,,,1338.0,1322.0,
Moong,Tamil Nadu,Kharif,0.23,0.18,0.19,0.17,0.17,0.2,0.15,0.15,0.11,0.09,875.0,813.0,793.0,645.0,535.0
Moong,Tamil Nadu,Rabi,1.37,1.46,0.25,0.22,0.18,0.39,0.47,0.08,0.06,0.05,281.0,325.0,306.0,281.0,260.0
Moong,Tamil Nadu,Summer,,,1.22,0.88,0.96,,,0.37,0.25,0.25,,,306.0,281.0,260.0
Moong,Telangana,Kharif,0.62,0.36,0.27,0.21,0.28,0.26,0.22,0.18,0.14,0.18,415.0,598.0,672.0,687.0,643.0
Moong,Telangana,Rabi,0.13,0.15,0.05,0.07,0.06,0.12,0.14,0.05,0.07,0.06,948.0,958.0,985.0,984.0,1090.0
Moong,Tripura,Kharif,0.01,0.01,0.01,0.01,,0.01,0.01,,,,645.0,643.0,692.0,692.0,
Moong,Tripura,Rabi,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,749.0,698.0,843.0,843.0,
Moong,Tripura,Summer,,,,,,,,,,,,,843.0,843.0,
Moong,Uttar Pradesh,Kharif,0.39,0.38,0.42,0.43,0.2,0.16,0.14,0.16,0.17,0.08,398.0,358.0,377.0,392.0,393.0
Moong,Uttar Pradesh,Rabi,0.47,0.47,,,,0.45,0.4,,,,967.0,854.0,,,
Moong,Uttar Pradesh,Summer,,,0.7,0.72,1.6,,,0.5,0.52,1.39,,,718.0,718.0,868.0
Moong,West Bengal,Kharif,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,801.0,696.0,699.0,741.0,756.0
Moong,West Bengal,Rabi,0.73,0.72,0.02,0.01,0.01,0.53,0.55,0.01,0.01,0.01,731.0,759.0,771.0,712.0,700.0
Moong,West Bengal,Summer,,,0.69,0.63,0.65,,,0.52,0.56,0.57,,,755.0,880.0,880.0
Moong,Others,Kharif,,,,,0.04,,,,,0.03,,,,,814.0
Moong,Others,Rabi,,,,,0.01,,,,,0.01,,,,,735.0
Moong,Others,Summer,,,,,0.01,,,,,0.01,,,,,638.0
Lentil,Arunachal Pradesh,Rabi,,,,,,,,,,,793.0,795.0,808.0,808.0,
Lentil,Assam,Rabi,0.23,0.23,0.25,0.27,0.26,0.17,0.18,0.2,0.23,0.2,729.0,788.0,799.0,845.0,758.0
Lentil,Bihar,Rabi,1.37,1.33,1.34,1.4,1.36,1.25,1.24,1.32,1.14,1.24,912.0,933.0,985.0,813.0,914.0
Lentil,Chhattisgarh,Rabi,0.14,0.13,0.13,0.13,0.14,0.06,0.05,0.05,0.05,0.06,404.0,401.0,425.0,413.0,400.0
Lentil,Haryana,Rabi,0.01,0.01,,,,0.01,,,,,795.0,965.0,816.0,864.0,860.0
Lentil,Himachal Pradesh,Rabi,,,,,,,,,,,657.0,1463.0,1320.0,1320.0,1369.0
Lentil,Jammu And Kashmir,Rabi,,,,,,,,,,,713.0,586.0,,,
Lentil,Jharkhand,Rabi,0.72,0.65,0.59,0.58,0.78,0.64,0.58,0.48,0.53,0.67,880.0,880.0,815.0,917.0,855.0
Lentil,Ladakh,Rabi,,,,,,,,,,,,,977.0,977.0,
Lentil,Madhya Pradesh,Rabi,5.42,4.92,6.55,7.15,6.36,6.15,4.42,6.36,8.24,7.28,1135.0,899.0,971.0,1152.0,1145.0
Lentil,Manipur,Rabi,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,923.0,963.0,967.0,970.0,
Lentil,Nagaland,Rabi,0.02,,,,,0.02,,,,,824.0,855.0,813.0,817.0,
Lentil,Odisha,Rabi,0.09,0.12,0.15,0.15,0.18,0.05,0.06,0.08,0.08,0.1,526.0,528.0,526.0,526.0,535.0
Lentil,Punjab,Rabi,0.01,0.01,0.01,,0.01,,,,,0.01,598.0,553.0,954.0,478.0,772.0
Lentil,Rajasthan,Rabi,0.2,0.17,0.21,0.27,0.25,0.27,0.22,0.29,0.34,0.36,1332.0,1326.0,1375.0,1254.0,1434.0
Lentil,Tripura,Rabi,0.02,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,728.0,766.0,795.0,795.0,
Lentil,Uttar Pradesh,Rabi,4.72,4.94,5.44,5.77,6.04,4.79,4.66,5.17,5.77,6.28,1014.0,944.0,950.0,1000.0,1039.0
Lentil,Uttarakhand,Rabi,0.12,0.09,0.11,0.1,0.07,0.09,0.08,0.1,0.07,0.06,751.0,875.0,925.0,757.0,818.0
Lentil,West Bengal,Rabi,1.59,1.5,1.57,1.58,1.58,1.43,1.15,1.51,1.44,1.45,897.0,769.0,960.0,913.0,915.0
Lentil,Others,Rabi,,,,,0.02,,,,,0.02,,,,,872.0
Other Pulses,Andhra Pradesh,Kharif,0.08,0.09,0.09,0.07,0.07,0.04,0.05,0.04,0.02,0.04,500.0,556.0,427.0,368.0,624.0
Other Pulses,Andhra Pradesh,Rabi,0.38,0.24,0.35,0.34,0.88,0.28,0.18,0.33,0.21,0.58,737.0,750.0,951.0,633.0,659.0
Other Pulses,Arunachal Pradesh,Kharif,0.04,0.03,0.03,0.03,,0.04,0.03,0.03,0.02,,946.0,965.0,970.0,952.0,
Other Pulses,Arunachal Pradesh,Rabi,0.05,0.05,0.05,0.06,,0.06,0.06,0.07,0.07,,1268.0,1270.0,1408.0,1248.0,
Other Pulses,Assam,Rabi,0.44,0.44,0.44,0.42,0.45,0.4,0.39,0.4,0.4,0.41,910.0,890.0,912.0,947.0,915.0
Other Pulses,Bihar,Kharif,0.1,0.09,0.08,0.09,0.09,0.09,0.08,0.07,0.08,0.08,877.0,884.0,884.0,886.0,850.0
Other Pulses,Bihar,Rabi,0.59,0.59,0.53,0.55,0.56,0.63,0.61,0.58,0.53,0.58,1069.0,1041.0,1091.0,964.0,1050.0
Other Pulses,Chhattisgarh,Kharif,0.29,0.24,0.22,0.19,0.16,0.12,0.1,0.08,0.07,0.06,412.0,410.0,387.0,390.0,394.0
Other Pulses,Chhattisgarh,Rabi,1.64,1.69,1.71,1.54,1.59,1.01,0.78,1.27,0.94,0.89,616.0,463.0,739.0,612.0,557.0
Other Pulses,Goa,Rabi,0.04,0.04,0.04,0.04,,0.04,0.03,0.03,0.04,,976.0,798.0,886.0,986.0,
Other Pulses,Gujarat,Kharif,0.17,0.15,0.16,0.19,0.24,0.09,0.07,0.08,0.12,0.23,534.0,460.0,516.0,672.0,959.0
Other Pulses,Gujarat,Rabi,0.51,0.45,0.18,0.22,0.47,0.37,0.34,0.05,0.13,0.35,719.0,760.0,291.0,592.0,731.0
Other Pulses,Haryana,Kharif,0.01,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,,566.0,584.0,541.0,950.0,503.0
Other Pulses,Haryana,Rabi,0.03,0.05,0.03,0.02,0.02,0.03,0.06,0.03,0.02,0.03,1151.0,1160.0,1214.0,1214.0,1206.0
Other Pulses,Himachal Pradesh,Kharif,0.12,0.22,0.09,0.09,0.09,0.17,0.42,0.12,0.12,0.07,1426.0,1933.0,1283.0,1276.0,734.0
Other Pulses,Himachal Pradesh,Rabi,0.15,0.11,0.13,0.13,0.13,0.38,0.28,0.32,0.32,0.33,2592.0,2456.0,2437.0,2435.0,2501.0
Other Pulses,Jammu And Kashmir,Kharif,0.14,0.13,0.07,0.19,,0.09,0.08,0.06,0.09,,618.0,633.0,776.0,501.0,
Other Pulses,Jammu And Kashmir,Rabi,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,741.0,781.0,919.0,919.0,
Other Pulses,Jharkhand,Kharif,0.37,0.38,0.3,0.27,0.39,0.27,0.26,0.2,0.27,0.3,718.0,669.0,680.0,1011.0,769.0
Other Pulses,Jharkhand,Rabi,0.8,0.84,0.71,0.7,1.1,0.85,0.84,0.73,0.76,1.24,1058.0,993.0,1029.0,1094.0,1126.0
Other Pulses,Karnataka,Kharif,0.95,1.07,1.03,1.54,1.87,0.56,0.53,0.51,0.84,1.02,589.0,495.0,498.0,542.0,545.0
Other Pulses,Karnataka,Rabi,1.45,1.51,1.11,1.07,1.29,0.92,0.93,0.67,0.64,0.8,637.0,615.0,602.0,599.0,618.0
Other Pulses,Kerala,Kharif,,,,,,,,,,,684.0,2500.0,1800.0,2436.0,1018.0
Other Pulses,Kerala,Rabi,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,909.0,1065.0,1128.0,1301.0,667.0
Other Pulses,Ladakh,Kharif,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,898.0,900.0,798.0,798.0,
Other Pulses,Madhya Pradesh,Kharif,0.02,0.01,,,,,,,,,133.0,267.0,,,
Other Pulses,Madhya Pradesh,Rabi,0.86,1.36,1.32,1.29,2.67,0.9,1.12,1.39,1.27,2.62,1047.0,824.0,1055.0,985.0,980.0
Other Pulses,Maharashtra,Kharif,1.23,0.79,0.81,0.62,0.71,0.9,0.68,0.75,0.47,0.75,729.0,867.0,931.0,760.0,1046.0
Other Pulses,Maharashtra,Rabi,1.43,1.31,1.49,1.1,1.63,0.73,0.59,0.74,0.53,0.82,513.0,449.0,501.0,479.0,501.0
Other Pulses,Manipur,Kharif,0.02,0.02,0.02,0.02,,0.03,0.02,0.02,0.02,,1053.0,950.0,983.0,900.0,
Other Pulses,Manipur,Rabi,0.25,0.27,0.26,0.25,,0.23,0.25,0.25,0.25,,927.0,936.0,986.0,983.0,
Other Pulses,Meghalaya,Rabi,0.05,0.05,0.05,0.05,,0.08,0.09,0.09,0.09,,1607.0,1612.0,1642.0,1642.0,
Other Pulses,Mizoram,Kharif,0.02,0.02,0.01,0.01,,0.03,0.02,0.02,0.02,,1404.0,1445.0,1200.0,1509.0,
Other Pulses,Mizoram,Rabi,0.02,0.02,0.02,0.02,,0.03,0.03,0.02,0.03,,1437.0,1463.0,1265.0,1660.0,
Other Pulses,Nagaland,Kharif,0.15,0.13,0.17,0.16,,0.18,0.16,0.21,0.2,,1252.0,1181.0,1205.0,1235.0,
Other Pulses,Nagaland,Rabi,0.18,0.11,0.13,0.14,,0.22,0.13,0.16,0.16,,1213.0,1181.0,1178.0,1207.0,
Other Pulses,Odisha,Kharif,1.52,1.74,1.62,2.02,0.4,0.8,0.89,0.87,1.05,0.18,527.0,515.0,536.0,519.0,444.0
Other Pulses,Odisha,Rabi,1.49,1.83,1.63,1.63,1.69,0.89,1.08,0.99,0.99,1.05,597.0,591.0,607.0,607.0,625.0
Other Pulses,Puducherry,Kharif,,,,,,,,,,,,1000.0,750.0,917.0,
Other Pulses,Puducherry,Rabi,,,,,,,,,,,,1000.0,802.0,900.0,
Other Pulses,Punjab,Rabi,0.02,0.03,0.03,,0.04,0.01,0.04,0.03,,0.05,933.0,1375.0,1041.0,1250.0,1263.0
Other Pulses,Rajasthan,Kharif,10.26,11.3,8.62,9.83,9.96,3.59,2.39,4.29,3.75,4.97,350.0,212.0,498.0,381.0,499.0
Other Pulses,Rajasthan,Rabi,0.14,0.16,0.15,0.14,0.13,0.26,0.38,0.3,0.36,0.42,1902.0,2321.0,2008.0,2545.0,3361.0
Other Pulses,Sikkim,Kharif,0.02,,,0.04,,0.02,,,0.04,,993.0,,,986.0,
Other Pulses,Sikkim,Rabi,,0.02,0.02,,,,0.02,0.02,,,,998.0,998.0,,
Other Pulses,Tamil Nadu,Kharif,0.81,0.75,0.75,0.72,0.7,0.6,0.53,0.54,0.49,0.4,735.0,704.0,730.0,680.0,575.0
Other Pulses,Tamil Nadu,Rabi,1.06,1.03,1.06,1.2,1.29,0.74,0.66,0.72,0.74,0.83,699.0,641.0,678.0,615.0,642.0
Other Pulses,Telangana,Kharif,0.03,0.01,0.01,0.01,0.01,0.04,0.01,0.01,0.01,0.01,1333.0,1000.0,730.0,683.0,803.0
Other Pulses,Telangana,Rabi,0.07,0.11,0.03,0.04,0.04,0.07,0.08,0.03,0.04,0.04,1000.0,727.0,902.0,1098.0,1050.0
Other Pulses,Tripura,Kharif,0.03,0.04,0.04,0.04,,0.03,0.03,0.03,0.03,,813.0,792.0,830.0,830.0,
Other Pulses,Tripura,Rabi,0.04,0.05,0.05,0.05,,0.03,0.04,0.04,0.04,,870.0,866.0,941.0,941.0,
Other Pulses,Uttar Pradesh,Rabi,3.61,3.91,4.62,4.68,2.74,5.62,6.35,7.16,7.85,4.68,1557.0,1624.0,1549.0,1678.0,1710.0
Other Pulses,Uttarakhand,Kharif,0.28,0.27,0.27,0.25,0.26,0.29,0.31,0.28,0.26,0.27,1036.0,1148.0,1034.0,1006.0,1033.0
Other Pulses,Uttarakhand,Rabi,0.07,0.06,0.09,0.05,0.02,0.06,0.05,0.08,0.05,0.02,880.0,833.0,942.0,964.0,821.0
Other Pulses,West Bengal,Kharif,0.01,0.01,0.01,0.01,0.07,0.01,0.01,,,0.04,666.0,662.0,687.0,683.0,649.0
Other Pulses,West Bengal,Rabi,1.14,1.08,1.1,1.08,0.98,1.4,1.14,1.35,1.29,1.17,1234.0,1060.0,1237.0,1191.0,1184.0
Other Pulses,Others,Kharif,,,,,0.49,,,,,0.43,,,,,873.0
Other Pulses,Others,Rabi,,,,,0.61,,,,,0.69,,,,,1128.0
Groundnut,Andaman And Nicobar Islands,Kharif,,,,,,,,,,,550.0,545.0,600.0,,
Groundnut,Andhra Pradesh,Kharif,7.46,7.23,4.97,2.42,2.75,5.4,3.16,3.29,1.6,2.58,724.0,437.0,661.0,660.0,937.0
Groundnut,Andhra Pradesh,Rabi,1.24,1.02,0.97,0.7,0.53,2.35,2.0,2.72,1.64,1.26,1895.0,1962.0,2807.0,2351.0,2371.0
Groundnut,Arunachal Pradesh,Kharif,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,990.0,993.0,939.0,940.0,
Groundnut,Bihar,Kharif,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,,1021.0,1021.0,1021.0,1022.0,1025.0
Groundnut,Chhattisgarh,Kharif,0.21,0.22,0.23,0.2,0.17,0.32,0.38,0.34,0.32,0.26,1524.0,1725.0,1499.0,1619.0,1512.0
Groundnut,Goa,Kharif,,,,,,,,,,,1750.0,1750.0,2091.0,1833.0,
Groundnut,Goa,Rabi,,,,,,,,,,,2257.0,2040.0,1482.0,1556.0,
Groundnut,Gujarat,Kharif,21.01,19.27,17.09,16.35,18.95,39.91,43.58,44.08,45.08,50.49,1899.0,2262.0,2579.0,2757.0,2664.0
Groundnut,Gujarat,Rabi,0.61,0.61,,,,1.43,1.31,,,,2328.0,2162.0,,,
Groundnut,Gujarat,Summer,,,0.54,0.6,0.6,,,1.24,1.36,1.33,,,2295.0,2259.0,2204.0
Groundnut,Haryana,Kharif,0.09,0.14,0.06,0.05,0.12,0.09,0.15,0.06,0.05,0.12,1020.0,1044.0,1066.0,1066.0,1066.0
Groundnut,Himachal Pradesh,Kharif,,,,,,,,,,,955.0,957.0,950.0,950.0,951.0
